date,Stock Name,negative,neutral,positive,sent_index,sent_roll5,next_ret
2021-12-22,META,0,4,0,0.0,0.1666666666666666,0.014495385080950385
2021-12-23,META,0,5,0,0.0,0.1666666666666666,0.03263333731058338
2021-12-27,META,0,10,1,0.5,0.1427350427350427,0.00011554682535108718
2021-12-28,META,1,9,0,-0.5263157894736842,0.0374718848403058,-0.009473745017618884
2021-12-29,META,3,6,0,-0.8333333333333333,-0.1291947818263608,0.004140666005715277
2021-12-30,META,0,1,0,0.0,-0.2830409356725146,-0.023260541293994574
2021-12-31,META,0,13,1,0.4347826086956522,-0.084973302822273,0.006511074773301706
2022-01-03,META,0,9,1,0.5263157894736842,0.3460658334800211,-0.005937259998818556
2022-01-04,META,2,10,0,-0.6666666666666666,0.2127325001466877,-0.036727780584197456
2022-01-05,META,0,4,0,0.0,0.1257759784075573,0.025573001820032637
2022-01-06,META,0,6,2,0.7692307692307692,0.2796221322537112,-0.002015280033688116
2022-01-07,META,0,15,0,0.0,0.1257759784075573,-0.011211911148618192
2022-01-10,META,0,13,0,0.0,0.1538461538461538,0.019203218825250667
2022-01-11,META,0,4,0,0.0,0.0,-0.003319675808236444
2022-01-12,META,0,2,0,0.0,0.0,-0.020344475784672578
2022-01-13,META,0,2,2,0.9090909090909092,0.1818181818181818,0.016601323205096774
2022-01-14,META,1,5,0,-0.6666666666666666,0.0484848484848484,-0.04142814100632719
2022-01-18,META,1,8,0,-0.5555555555555556,-0.2595959595959596,0.004526166902404594
2022-01-19,META,1,3,1,0.0,-0.1262626262626263,-0.009480897399793409
2022-01-20,META,1,2,0,-0.8333333333333334,-0.4595959595959596,-0.04229845842810209
2022-01-21,META,1,2,2,0.3125,-0.3970959595959596,0.018273575881518456
2022-01-24,META,1,8,1,0.0,-0.4526515151515152,-0.027728288685173852
2022-01-25,META,0,9,2,0.6896551724137931,-0.1480538140020899,-0.018390804597701038
2022-01-26,META,0,4,0,0.0,-0.2105538140020899,3.394087499564158e-05
2022-01-27,META,0,9,0,0.0,-0.028735632183908,0.023995384197665004
2022-01-28,META,0,10,0,0.0,0.1379310344827586,0.0382817937754798
2022-01-31,META,0,10,0,0.0,-0.125,0.01832343740024256
2022-02-01,META,1,8,2,0.2631578947368421,-0.0723684210526316,0.012539184952978122
2022-02-02,META,59,69,12,-0.6033376123234916,-0.1930359435173299,-0.26390092879256966
2022-02-03,META,71,111,17,-0.5449041372351161,-0.1770167709643531,-0.002817967698519497
2022-02-04,META,15,38,1,-0.7070707070707071,-0.3184309123784946,-0.051372896368467647
2022-02-07,META,5,38,2,-0.2777777777777777,-0.2510485636324064,-0.02103063447601261
2022-02-08,META,11,37,2,-0.5389221556886228,-0.2498521673231078,0.053683349986374695
