date,Stock Name,negative,neutral,positive,sent_index,sent_roll5,next_ret
2022-07-28,AMZN,19,46,32,0.2338129496402877,-0.195187241200839,0.10361465489041533
2022-07-29,AMZN,4,13,9,0.3496503496503496,0.0080761620625641,0.003260466839570153
2022-08-01,AMZN,0,9,2,0.6896551724137931,0.3059057456229373,-0.009084865942831755
2022-08-02,AMZN,1,5,1,0.0,0.2591431556948798,0.03995229576624926
2022-08-03,AMZN,3,6,5,0.2325581395348837,0.2357247136717866,0.021860665137614532
2022-08-04,AMZN,1,7,0,-0.588235294117647,0.0667956035662059,-0.012414954057655803
2022-08-05,AMZN,1,12,2,0.238095238095238,0.1144146511852535,-0.009872159090909216
2022-08-08,AMZN,0,8,1,0.5555555555555556,0.0410830999066292,-0.0113334767950648
2022-08-09,AMZN,1,9,0,-0.5263157894736842,0.0534670008354218,0.03526082855691781
2022-08-10,AMZN,4,8,1,-0.5172413793103449,-0.0976003226456947,-0.01436680916672517
2022-08-11,AMZN,0,7,2,0.7407407407407407,0.0505478255024533,0.020691126279863692
2022-08-12,AMZN,1,11,3,0.3921568627450981,0.128979198051473,-0.0025774991292233373
2022-08-15,AMZN,0,6,1,0.625,0.3515795206971677,0.011174745076127923
2022-08-16,AMZN,1,12,2,0.238095238095238,0.2510504201680671,-0.018510844039231977
2022-08-17,AMZN,1,7,0,-0.588235294117647,0.0549719887955181,0.0014074595355384467
2022-08-18,AMZN,0,3,0,0.0,0.0549719887955181,-0.028601546029515257
2022-08-19,AMZN,0,4,2,0.8333333333333334,0.2216386554621848,-0.03624394125732466
2022-08-22,AMZN,1,5,2,0.2857142857142857,-0.0120627120627121,0.003002552169343975
2022-08-23,AMZN,1,11,0,-0.4761904761904761,-0.1073008073008073,0.0013471037269869868
2022-08-24,AMZN,4,6,1,-0.5357142857142857,-0.3811103311103311,0.026008968609865457
2022-08-25,AMZN,0,6,2,0.7692307692307692,-0.0454459954459954,-0.04756701631701632
2022-08-26,AMZN,0,7,1,0.588235294117647,0.1262551174315879,-0.00734225621414919
2022-08-29,AMZN,2,6,0,-0.7692307692307692,-0.0490196078431373,-0.0081670390631019
2022-08-30,AMZN,1,2,0,-0.8333333333333334,-0.3695324283559579,-0.015225666122892778
2022-08-31,AMZN,0,5,0,0.0,-0.4871794871794872,0.008282716731087714
2022-09-01,AMZN,1,7,0,-0.588235294117647,-0.43815987933635,-0.0024252855578156263
2022-09-02,AMZN,3,5,0,-0.8571428571428571,-0.6095884507649213,-0.010979531017175193
2022-09-06,AMZN,2,3,0,-0.8695652173913044,-0.4854931300583475,0.026722702402664167
2022-09-07,AMZN,1,8,1,0.0,-0.314064558629776,0.002625888168056978
2022-09-08,AMZN,0,5,0,0.0,-0.4807312252964427,0.026575258049607253
2022-09-09,AMZN,1,2,1,0.0,-0.2989130434782609,0.023861334133713274
2022-09-12,AMZN,0,9,0,0.0,0.1666666666666666,-0.07057530230853792
2022-09-13,AMZN,0,6,1,0.625,0.2916666666666666,0.013641381485570259
2022-09-14,AMZN,4,5,0,-0.8888888888888888,0.1138888888888888,-0.01765849863866209
2022-09-15,AMZN,0,4,1,0.7142857142857143,0.090079365079365,-0.021777003484320545
2022-09-16,AMZN,1,8,0,-0.5555555555555556,-0.021031746031746,0.009147575487735704
2022-09-19,AMZN,0,9,1,0.5263157894736842,-0.0168369642053852,-0.01981389379111187
2022-09-20,AMZN,3,4,1,-0.4545454545454545,-0.250603197971619,-0.029871511580325638
2022-09-21,AMZN,1,5,0,-0.6666666666666666,-0.2728254201938412,-0.010376244305719595
2022-09-22,AMZN,3,4,0,-0.8823529411764706,-0.4492960084291353,-0.03009121132043302
2022-09-23,AMZN,1,2,1,0.0,-0.2954498545829815,0.01204078045350676
2022-09-26,AMZN,2,5,0,-0.8,-0.3364705882352942,-0.0064264003473730735
2022-09-27,AMZN,2,3,0,-0.8695652173913044,-0.3339130434782609,0.03146578096320263
2022-09-28,AMZN,1,7,2,0.2702702702702702,-0.2798589894242069,-0.027201084653842966
2022-09-29,AMZN,1,8,1,0.0,-0.2798589894242069,-0.015679442508710784
2021-10-05,BA,0,1,0,0.0,0.0,0.0025398805810534775
2021-10-06,BA,0,5,0,0.0,0.0,0.0066225165562912025
2021-10-07,BA,0,2,0,0.0,0.0,-0.0003973860826562703
2021-10-08,BA,0,1,1,0.9090909090909092,0.1818181818181818,0.0002650293740888987
2021-10-11,BA,0,1,0,0.0,0.3636363636363636,-0.01271803930227422
2021-10-12,BA,0,2,0,0.0,0.3636363636363636,-0.008006440935724779
2021-10-13,BA,0,1,0,0.0,0.3636363636363636,-0.019568942194967964
2021-10-14,BA,0,3,0,0.0,0.1818181818181818,-0.0018395879323032105
2021-10-15,BA,0,4,0,0.0,0.0,-0.00027644673792848184
2021-10-18,BA,0,2,0,0.0,-0.1818181818181818,-0.004654806894644592
2021-10-19,BA,0,3,0,0.0,-0.1818181818181818,0.0009260545446125867
2021-10-20,BA,0,2,0,0.0,-0.1818181818181818,-0.008465559513345933
2021-10-21,BA,0,1,0,0.0,-0.1818181818181818,-0.006391714099094892
2021-10-22,BA,0,2,0,0.0,0.0,-0.00046954970183588074
2021-10-25,BA,0,2,0,0.0,0.0,-0.014374970639357332
2021-10-26,BA,0,1,0,0.0,0.0,-0.015251894571278735
2021-11-02,BA,0,2,0,0.0,0.0,0.002866945528034792
2021-11-03,BA,0,1,0,0.0,0.0,-0.0016402661917704897
2021-11-04,BA,0,1,0,0.0,0.0,0.05365441487114486
2021-11-05,BA,0,1,0,0.0,0.0,-0.007930143455404104
2021-11-08,BA,0,2,0,0.0,0.1333333333333333,-0.00848751571762174
2021-11-09,BA,0,3,0,0.0,0.1333333333333333,-0.010371846551021302
2021-11-10,BA,0,1,0,0.0,0.1333333333333333,0.00402745995423337
2021-11-11,BA,0,0,1,1.0,0.2,0.007202115051508917
2021-11-12,BA,0,3,1,0.7692307692307692,0.3538461538461538,0.054896813902968855
2021-11-15,BA,0,7,1,0.588235294117647,0.4714932126696832,-0.031275472993264386
2021-11-16,BA,0,4,0,0.0,0.2714932126696832,0.0036315323294950907
2021-11-18,BA,0,3,0,0.0,0.1176470588235294,-0.05773377337733776
2021-11-19,BA,0,2,1,0.8333333333333334,0.284313725490196,-0.019754354831177268
2021-11-22,BA,0,3,0,0.0,0.1666666666666666,-0.003668413530252601
2021-11-23,BA,0,3,0,0.0,0.1666666666666666,0.007029120642662479
2021-11-26,BA,0,3,0,0.0,0.0,-0.0035640781085287676
2021-12-01,BA,0,2,0,0.0,-0.2,0.07540251873106962
2021-12-02,BA,0,2,0,0.0,-0.2,-0.019221266923609037
2021-12-03,BA,0,4,0,0.0,-0.2,0.037231094765479256
2021-12-06,BA,0,2,0,0.0,0.0,0.014328735185545005
2021-12-09,BA,0,2,0,0.0,0.0,-0.012044709963384137
2021-12-14,BA,0,1,0,0.0,0.0,-0.0003580562659846187
2021-12-15,BA,0,2,1,0.8333333333333334,0.1666666666666666,-0.023742516502072375
2021-12-16,BA,0,1,0,0.0,0.1666666666666666,0.009644111326589488
2021-12-17,BA,1,1,0,-0.9090909090909092,-0.0151515151515151,-0.021543892436276857
2021-12-20,BA,0,1,0,0.0,-0.0151515151515151,0.058573853989813296
2021-12-21,BA,0,2,0,0.0,-0.0151515151515151,0.010876102646351082
2021-12-22,BA,0,2,0,0.0,-0.1818181818181818,0.012544003173186491
2021-12-23,BA,0,1,0,0.0,-0.1818181818181818,-0.005141514053471852
2021-12-28,BA,0,2,0,0.0,0.0,-0.011982729345558663
2021-12-29,BA,0,1,0,0.0,0.0,-0.004664637140331829
2021-12-30,BA,0,1,0,0.0,0.0,-0.006857086478220142
2022-01-04,BA,1,4,0,-0.7142857142857143,-0.1428571428571428,-0.0026213546786499897
2022-01-05,BA,0,1,0,0.0,-0.1428571428571428,-0.008119397381142313
2022-01-06,BA,0,1,0,0.0,-0.1428571428571428,0.019683921642850377
2022-01-07,BA,0,1,0,0.0,-0.1428571428571428,-0.02872389791183294
2022-01-10,BA,0,2,0,0.0,0.0,0.03205771343939623
2022-01-11,BA,0,1,0,0.0,0.0,0.006619757429867423
2022-01-12,BA,0,5,1,0.6666666666666666,0.1333333333333333,0.029661991262359244
2022-01-13,BA,0,2,0,0.0,0.1333333333333333,0.009200535953550748
2022-01-14,BA,0,1,0,0.0,0.1333333333333333,-0.004204283944060916
2022-01-18,BA,1,3,0,-0.7692307692307692,0.0128205128205128,-0.03524287809430682
2022-01-19,BA,0,3,0,0.0,0.0128205128205128,-0.013313064308089206
2022-01-25,BA,0,1,0,0.0,-0.1538461538461538,-0.048162665360117485
2022-01-26,BA,1,2,1,0.0,0.0,-0.02326658773871426
2022-01-27,BA,0,1,0,0.0,0.0,0.004321475625823412
2022-01-31,BA,0,2,0,0.0,0.0,0.04045145825009988
2022-02-02,BA,0,2,0,0.0,0.0,-0.005445258288357846
2022-02-03,BA,0,2,0,0.0,0.0,0.00029071175929074045
2022-02-04,BA,0,1,0,0.0,0.0,0.026495519496245956
2022-02-07,BA,0,4,0,0.0,0.0,0.006370328425821192
2022-02-08,BA,0,1,0,0.0,0.0,0.01214423031837586
2022-02-09,BA,0,1,0,0.0,0.0,0.01338830723617157
2022-02-16,BA,0,1,0,0.0,0.0,-0.024437034668615465
2022-02-17,BA,0,1,0,0.0,0.0,-0.021303492836407978
2022-02-18,BA,0,2,0,0.0,0.0,-0.04922738362914414
2022-02-23,BA,0,2,1,0.8333333333333334,0.1666666666666666,0.010233173811220908
2022-02-24,BA,0,1,0,0.0,0.1666666666666666,0.01537065967847595
2022-02-25,BA,0,1,0,0.0,0.1666666666666666,0.019158229104625946
2022-03-01,BA,1,1,0,-0.9090909090909092,-0.0151515151515151,0.014878661946539529
2022-03-03,BA,0,1,1,0.9090909090909092,0.1666666666666666,-0.042414614773629844
2022-03-04,BA,0,1,0,0.0,0.0,-0.06453218314532194
2022-03-07,BA,1,2,1,0.0,0.3636363636363636,0.027368918839037804
2022-03-08,BA,0,0,1,1.0,0.3818181818181818,0.02738780207134628
2022-03-09,BA,0,1,0,0.0,0.3818181818181818,-0.0009520609318997009
2022-03-10,BA,0,2,0,0.0,0.3818181818181818,-0.012108302034867457
2022-03-11,BA,0,1,0,0.0,0.2,-0.004028825966066907
2022-03-15,BA,0,2,0,0.0,0.2,0.050586469509144694
2022-03-18,BA,0,0,1,1.0,0.2,-0.03593839132915011
2022-03-21,BA,5,0,0,-1.0,0.0,0.02764927380311999
2022-03-22,BA,0,1,0,0.0,0.0,-0.026172529313232884
2022-03-23,BA,0,2,0,0.0,0.0,0.016179316276069722
2022-03-25,BA,1,0,0,-1.0,-0.4,-0.004181000264620205
2022-03-28,BA,0,1,0,0.0,-0.2,0.029974489795918435
2022-04-04,BA,0,1,0,0.0,-0.0151515151515151,-0.0446176378282247
2022-04-05,BA,0,2,0,0.0,-0.0151515151515151,-0.02151656173008487
2022-04-06,BA,0,1,0,0.0,-0.0151515151515151,-0.004196508504923924
2022-04-08,BA,0,1,0,0.0,0.1666666666666666,-0.0009703196347031762
2022-04-11,BA,0,1,0,0.0,0.0,0.007141632862937675
2022-04-12,BA,0,4,0,0.0,0.0,0.03738370773768995
2022-04-13,BA,0,1,0,0.0,0.0,-0.005085579920161898
2022-04-14,BA,0,1,0,0.0,0.0,-0.011487303506650615
2022-04-20,BA,0,3,0,0.0,0.0,-0.01378371016071911
2022-04-22,BA,0,2,0,0.0,0.0,-0.005708794935564088
2022-04-25,BA,0,3,0,0.0,0.1538461538461538,-0.05042351202319373
2022-04-26,BA,0,1,0,0.0,0.1538461538461538,-0.07531130268199226
2022-04-27,BA,2,2,0,-0.9090909090909092,-0.027972027972028,-0.001553800336656752
2022-04-28,BA,0,1,0,0.0,-0.1818181818181818,-0.03488522889378809
2022-04-29,BA,1,0,1,0.0,-0.1818181818181818,-0.0015452835259338604
2022-05-03,BA,0,0,1,1.0,0.0181818181818181,0.02207318661284008
2022-05-09,BA,0,0,1,1.0,0.2,-0.002700472582702118
2022-05-11,BA,0,1,0,0.0,0.2,-0.0483035783290825
2022-05-13,BA,0,1,0,0.0,0.2,-0.024764150943396235
2022-05-16,BA,0,1,0,0.0,0.4,0.06449012494961726
2022-05-17,BA,0,1,0,0.0,0.2,-0.04945096554335493
2022-05-19,BA,0,1,1,0.9090909090909092,0.3818181818181818,-0.05065282365895862
2022-05-23,BA,0,1,0,0.0,0.0,-0.03764004191182391
2022-05-24,BA,0,1,0,0.0,0.0,0.02227805695142382
2022-05-25,BA,0,3,0,0.0,0.0,0.04645256431263323
2022-05-31,BA,1,0,0,-1.0,0.0,-0.005707762557077611
2022-06-01,BA,0,0,1,1.0,0.2,0.07539226942212007
2022-06-03,BA,0,1,1,0.9090909090909092,0.3818181818181818,-7.181328545768917e-05
2022-06-08,BA,1,0,0,-1.0,-0.0181818181818181,-0.042254529828833376
2022-06-10,BA,1,1,0,-0.9090909090909092,0.0,-0.0877165354330709
2022-06-13,BA,0,1,1,0.9090909090909092,-0.4,0.054375970999482215
2022-06-15,BA,0,1,0,0.0,-0.4,-0.002692192641340019
2022-06-16,BA,0,1,0,0.0,-0.2,0.025794841031793636
2022-06-21,BA,0,1,0,0.0,0.3818181818181818,0.002998171846435138
2022-07-01,BA,0,0,1,1.0,0.4,-0.015303203661327314
2022-07-06,BA,0,0,1,1.0,0.6,0.026850561220746805
2022-07-07,BA,0,1,1,0.9090909090909092,0.5818181818181818,-0.006429949274844637
2022-07-08,BA,0,1,0,0.0,0.5818181818181818,-0.014956496728266266
2022-07-12,BA,0,1,0,0.0,0.1818181818181818,-0.021746517159361267
2022-07-13,BA,0,1,0,0.0,0.0,0.022229940951719485
2022-07-15,BA,0,1,0,0.0,0.0,-0.00013537295248411407
2022-07-18,BA,0,1,0,0.0,0.2,0.05693203357703758
2022-07-19,BA,1,0,0,-1.0,0.0,0.014411067699993563
2022-07-20,BA,0,0,1,1.0,0.2,0.019131203434777033
2022-07-25,BA,1,1,0,-0.9090909090909092,-0.1818181818181818,-0.004596527068437162
2022-07-26,BA,0,1,0,0.0,0.0181818181818181,0.0010903027193434056
2022-07-27,BA,0,1,0,0.0,-0.1818181818181818,0.01921968095329607
2022-08-01,BA,0,1,0,0.0,0.0,-0.03424617022535037
2022-08-02,BA,0,1,0,0.0,0.0,0.02057814796668289
2022-08-08,BA,0,1,1,0.9090909090909092,0.1818181818181818,-0.0062692145397552634
2022-08-11,BA,0,2,0,0.0,0.1818181818181818,0.012568501310459945
2022-08-12,BA,0,1,0,0.0,0.1818181818181818,0.0028236955115006346
2022-08-15,BA,0,1,0,0.0,0.1818181818181818,0.009444477034082244
2022-08-19,BA,1,0,0,-1.0,-0.0181818181818181,-0.024183648416400638
2022-08-25,BA,0,1,0,0.0,-0.2,-0.028633841067422283
2022-08-26,BA,0,1,0,0.0,-0.2,0.005409347839299805
2022-08-29,BA,0,1,0,0.0,-0.2,-0.019405150525933834
2022-09-06,BA,0,1,0,0.0,-0.2,0.023361112933919514
2022-09-08,BA,0,1,0,0.0,0.0,-0.0017111350529183111
2022-09-15,BA,1,1,0,-0.9090909090909092,-0.1818181818181818,-0.03665375884630795
2022-09-22,BA,2,0,1,-0.3333333333333333,-0.2484848484848484,-0.05370917742051773
2022-09-23,BA,1,0,0,-1.0,-0.4484848484848484,-0.02986439128447349
2022-09-26,BA,0,1,0,0.0,-0.6484848484848484,0.0013350086382912796
2021-10-07,BX,0,1,0,0.0,0.0,0.010017198477751732
2021-10-18,BX,0,1,0,0.0,0.0,0.0240798630335346
2021-10-21,BX,0,0,1,1.0,0.25,0.03853377475011133
2021-11-03,BX,0,0,1,1.0,0.4,0.00021722287791359207
2021-11-05,BX,0,1,0,0.0,0.4,-0.003589280602470657
2021-11-29,BX,0,0,1,1.0,0.6,-0.049907578558225474
2021-12-02,BX,0,1,0,0.0,0.4,-0.04238926711461111
2022-01-03,BX,0,2,0,0.0,0.2,-0.013336638572136739
2022-01-04,BX,0,1,0,0.0,0.2,-0.05717468133929626
2022-01-05,BX,0,1,0,0.0,0.2,0.011556329333179294
2022-01-27,BX,1,0,0,-1.0,-0.2,0.044100454453556814
2022-02-02,BX,0,1,0,0.0,-0.2,-0.028261182768792192
2022-02-07,BX,0,1,0,0.0,-0.2,-0.022297175114591394
2022-02-10,BX,0,1,0,0.0,-0.2,-0.0814977804106819
2022-03-17,BX,0,1,0,0.0,0.0,0.024310679611650343
2022-03-18,BX,0,1,0,0.0,0.0,-0.001811411047079714
2022-04-19,BX,0,1,0,0.0,0.0,0.024729534482150983
2022-04-20,BX,0,1,0,0.0,0.0,-0.06449727034346386
2022-04-21,BX,0,1,0,0.0,0.0,-0.01806769411743092
2022-05-09,BX,0,1,0,0.0,0.0,0.02441648059554047
2022-05-27,BX,0,0,1,1.0,0.2,-0.026852156872682498
2022-06-16,BX,0,1,0,0.0,0.2,0.006356908007241646
2022-06-28,BX,0,1,0,0.0,0.2,-0.03975093410490882
2022-07-21,BX,0,2,1,0.8333333333333334,0.3333333333333333,-0.014813654215759975
2022-08-02,BX,0,1,0,0.0,0.3333333333333333,0.005166594043858774
2022-08-10,BX,0,2,0,0.0,0.3333333333333333,-0.01787652011225449
2022-08-17,BX,0,0,1,1.0,0.3666666666666667,0.007888199935529139
2022-08-25,BX,1,0,0,-1.0,0.1666666666666666,-0.06534929375149634
2022-09-27,BX,0,1,0,0.0,2.220446049250313e-17,0.0495423899222287
2021-10-05,COST,0,1,0,0.0,0.0,0.006911963413366751
2021-10-06,COST,0,0,1,1.0,0.5,0.00789228611500703
2021-10-07,COST,0,1,0,0.0,0.3333333333333333,-0.0022620908309621823
2021-10-15,COST,0,1,0,0.0,0.2,0.021100422587949863
2021-10-18,COST,0,1,0,0.0,0.0,0.011114724827614886
2021-10-19,COST,0,1,0,0.0,0.0,0.005763962497544295
2021-10-20,COST,0,1,0,0.0,0.0,0.01589420746823844
2021-10-22,COST,0,3,0,0.0,0.0,0.01684483588209451
2021-11-01,COST,0,1,0,0.0,0.0,0.010401082269245077
2021-11-02,COST,0,1,0,0.0,0.0,0.010757871922379536
2021-11-03,COST,0,1,0,0.0,0.0,0.026439089692101625
2021-11-05,COST,0,2,0,0.0,0.0,-0.018141724003303827
2021-11-15,COST,0,1,0,0.0,-0.1818181818181818,0.01313814904102184
2021-11-16,COST,0,1,0,0.0,-0.1818181818181818,-0.0008180115439012647
2021-11-17,COST,0,1,0,0.0,-0.1818181818181818,0.005853188266079057
2021-11-26,COST,0,2,0,0.0,0.0,0.016035229947667373
2021-11-30,COST,0,1,0,0.0,0.0,-0.017685835653868276
2021-12-03,COST,1,0,0,-1.0,-0.2,0.008079358523675584
2021-12-06,COST,0,1,0,0.0,-0.2,0.016537086195242967
2021-12-07,COST,0,2,0,0.0,-0.2,-0.021969960086698714
2021-12-08,COST,0,2,0,0.0,-0.2,-0.010898463314773399
2021-12-13,COST,0,1,0,0.0,0.0,-0.021334214957255626
2021-12-14,COST,0,2,0,0.0,0.0,0.03691978254248074
2021-12-15,COST,0,1,0,0.0,0.0,-0.02272504739948189
2021-12-16,COST,0,1,0,0.0,0.0,-0.00907732944712647
2021-12-17,COST,0,0,1,1.0,0.2,0.0017409144304709745
2021-12-22,COST,1,0,0,-1.0,0.0,0.0012783414526940096
2021-12-27,COST,0,1,0,0.0,0.0,0.0020634875261731356
2021-12-28,COST,0,1,0,0.0,-0.2,0.005544788879043416
2021-12-29,COST,0,1,1,0.9090909090909092,-0.0181818181818181,-0.006785497085977421
2021-12-30,COST,0,4,0,0.0,0.1818181818181818,0.006706892550475851
2022-01-03,COST,0,1,0,0.0,0.3818181818181818,-0.004373460096173454
2022-01-07,COST,0,1,0,0.0,0.3818181818181818,-0.03242286216387735
2022-01-10,COST,0,3,0,0.0,0.2,0.006224907780940647
2022-01-11,COST,0,0,2,1.0,0.4,0.007225820883721479
2022-01-18,COST,0,1,0,0.0,0.2,0.004294315291846429
2022-01-20,COST,0,1,0,0.0,0.2,-0.0025145168520585015
2022-01-21,COST,0,1,0,0.0,0.2,0.015141855608903798
2022-01-24,COST,0,1,0,0.0,0.2,-0.023677399295381707
2022-01-25,COST,0,2,0,0.0,0.2,0.012883999713173333
2022-01-27,COST,0,2,0,0.0,0.2,0.020518822655617663
2022-01-28,COST,0,1,0,0.0,0.2,0.025810025942909265
2022-01-31,COST,0,1,0,0.0,0.0,0.006494930008609456
2022-02-02,COST,0,2,0,0.0,0.0,0.0010375144393854896
2022-02-03,COST,0,1,0,0.0,0.0,-0.0038182571255190867
2022-02-07,COST,0,1,0,0.0,0.0,0.01019219228580992
2022-02-08,COST,1,0,0,-1.0,-0.2,0.014741536105480346
2022-02-10,COST,0,1,0,0.0,-0.2,-0.017000215192597423
2022-02-11,COST,0,1,0,0.0,-0.2,-0.0060921254003565295
2022-02-14,COST,0,1,0,0.0,-0.2,0.014532928273927048
2022-02-15,COST,0,2,0,0.0,-0.2,-0.0029611780559886114
2022-02-17,COST,0,1,0,0.0,0.0,-0.004531978554099925
2022-02-18,COST,0,1,0,0.0,0.0,-0.020474985148136282
2022-02-22,COST,0,1,0,0.0,0.0,-0.013761174073347537
2022-02-25,COST,0,1,0,0.0,0.0,0.0034050008643611296
2022-03-01,COST,0,3,0,0.0,0.0,0.0096935843195749
2022-03-03,COST,0,1,0,0.0,0.0,-0.014150320758203772
2022-03-04,COST,0,2,0,0.0,0.0,0.0057383101059291786
2022-03-07,COST,0,1,0,0.0,0.0,-0.009760328032225152
2022-03-08,COST,0,1,0,0.0,0.0,0.008189448210959016
2022-03-09,COST,1,0,0,-1.0,-0.2,0.00960692201305302
2022-03-10,COST,0,2,0,0.0,-0.2,-0.009945714625351543
2022-03-11,COST,0,1,0,0.0,-0.2,-0.0027748872702046956
2022-03-14,COST,0,1,0,0.0,-0.2,0.031118967988533308
2022-03-15,COST,0,3,1,0.7692307692307692,0.1538461538461538,0.0019757827602759903
2022-03-16,COST,0,1,0,0.0,0.1538461538461538,0.017290080077839498
2022-03-17,COST,0,3,0,0.0,0.1538461538461538,0.015492430165870763
2022-03-21,COST,1,2,0,-0.8333333333333334,-0.0128205128205128,0.006996866156663062
2022-03-22,COST,0,1,0,0.0,-0.1666666666666666,-0.009650646940128627
2022-03-23,COST,0,1,0,0.0,-0.1666666666666666,0.00737700754029591
2022-03-25,COST,0,0,1,1.0,0.0333333333333333,0.01708763222249554
2022-03-30,COST,0,4,0,0.0,0.2,-0.0010775880858514553
2022-03-31,COST,0,2,0,0.0,0.2,-0.00046955322621466955
2022-04-01,COST,0,2,0,0.0,0.2,-0.0007649105159478475
2022-04-04,COST,0,1,0,0.0,0.0,0.0003303167895305492
2022-04-06,COST,1,0,0,-1.0,-0.2,0.039770774032974465
2022-04-07,COST,1,2,0,-0.8333333333333334,-0.3666666666666667,-0.013162027501066209
2022-04-08,COST,0,2,1,0.8333333333333334,-0.2,-0.02562315733047449
2022-04-13,COST,1,2,2,0.3125,0.0443181818181818,-0.0011852713455126063
2022-04-19,COST,0,1,0,0.0,0.4261363636363636,0.015538502911672358
2022-04-20,COST,0,1,0,0.0,0.2443181818181818,-0.019534398795525876
2022-04-21,COST,0,1,0,0.0,0.1818181818181818,-0.03387129925479737
2022-04-22,COST,0,3,0,0.0,0.0,-0.006095727715957011
2022-04-25,COST,1,0,0,-1.0,-0.2,-0.025438180621696338
2022-04-27,COST,0,1,0,0.0,-0.2,0.015944284802043462
2022-05-03,COST,0,1,0,0.0,-0.2,0.030962335144996356
2022-05-06,COST,0,1,0,0.0,-0.2,-0.009001411517022051
2022-05-11,COST,0,1,0,0.0,-0.1666666666666666,-0.005929944578614954
2022-05-13,COST,0,3,0,0.0,-0.1666666666666666,-0.005509386137334982
2022-05-16,COST,0,1,0,0.0,0.1818181818181818,-0.008208397931767863
2022-05-18,COST,7,5,1,-0.7058823529411765,0.0406417112299465,-0.01506936394570535
2022-05-19,COST,0,1,1,0.9090909090909092,0.2224598930481283,-0.01536873576309794
2022-05-20,COST,0,1,0,0.0,0.2224598930481283,0.03133773372565729
2022-05-23,COST,0,3,0,0.0,0.0389610389610389,0.01916502907934481
2022-05-24,COST,0,1,0,0.0,-0.1428571428571428,0.005481820120182723
2022-05-26,COST,0,10,1,0.5,-0.0428571428571428,0.012407387024579553
2022-05-27,COST,0,4,1,0.7142857142857143,0.2428571428571428,-0.009643958030449706
2022-05-31,COST,0,1,0,0.0,0.2428571428571428,-0.01979646044367145
2022-06-02,COST,0,1,0,0.0,0.2428571428571428,-0.023299368379458008
2022-06-03,COST,0,3,0,0.0,0.2428571428571428,-0.007935571420142784
2022-06-07,COST,1,0,0,-1.0,-0.2,-0.008032026001982495
2022-06-08,COST,0,1,0,0.0,-0.2,0.008676036042218005
2022-06-09,COST,0,1,0,0.0,-0.2,-0.01851450292099288
2022-06-10,COST,0,1,0,0.0,-0.2,-0.023873730449078256
2022-06-13,COST,0,1,0,0.0,-0.2,0.0056384345522204615
2022-06-16,COST,0,1,0,0.0,-0.2,-0.011224673400434093
2022-06-22,COST,0,2,0,0.0,0.0,0.03270061526377788
2022-06-27,COST,0,1,0,0.0,0.0,-0.027274071821236423
2022-06-28,COST,0,1,0,0.0,0.0,0.0026233510364914725
2022-06-29,COST,0,1,0,0.0,0.0,0.020092484808355682
2022-06-30,COST,0,1,0,0.0,0.0,0.013519908206167663
2022-07-01,COST,0,2,0,0.0,0.0,0.005148239124551424
2022-07-05,COST,0,1,0,0.0,0.0,0.008989992621382337
2022-07-07,COST,0,3,2,0.8695652173913044,0.1739130434782609,0.013314896179494662
2022-07-08,COST,0,1,1,0.9090909090909092,0.3557312252964427,-0.005264379499533844
2022-07-11,COST,0,2,0,0.0,0.7193675889328064,-0.01669539750132243
2022-07-12,COST,2,1,0,-0.9523809523809524,0.354978354978355,0.0033630429401669826
2022-07-13,COST,0,1,0,0.0,0.1731601731601731,0.04006222387137681
2022-07-14,COST,1,1,0,-0.9090909090909092,-0.1904761904761905,0.021505987607250532
2022-07-15,COST,0,2,0,0.0,-0.3722943722943723,-0.01271713349248127
2022-07-18,COST,0,2,0,0.0,-0.3818181818181818,0.007613497874557229
2022-07-19,COST,0,1,0,0.0,-0.2,0.007631202280873106
2022-07-20,COST,0,2,0,0.0,-0.2,0.010035340018454741
2022-07-21,COST,0,1,1,0.9090909090909092,-0.0181818181818181,0.0004890105307850945
2022-07-22,COST,0,1,0,0.0,0.1818181818181818,-0.0010949997537199607
2022-07-25,COST,2,3,0,-0.8695652173913044,0.0079051383399209,-0.03252376364560483
2022-07-26,COST,1,1,1,0.0,0.0079051383399209,0.020275343198850493
2022-07-28,COST,0,1,0,0.0,-0.1739130434782609,0.009549451247538254
2022-08-02,COST,0,1,0,0.0,0.0,0.006531104315174119
2022-08-03,COST,0,0,1,1.0,0.2,-0.0068183816095994665
2022-08-09,COST,0,0,1,1.0,0.4,0.007465588740104723
2022-08-11,COST,0,1,0,0.0,0.4,0.0094138065397813
2022-08-12,COST,0,2,0,0.0,0.4,0.015897673065519147
2022-08-16,COST,0,1,0,0.0,0.2,0.005968954192125953
2022-08-17,COST,0,1,0,0.0,0.2,0.008339365912864327
2022-08-18,COST,0,2,0,0.0,0.0,-0.011461758124400645
2022-08-19,COST,0,2,0,0.0,0.0,-0.016338741642292764
2022-08-22,COST,0,3,0,0.0,0.0,-0.006233390328878374
2022-08-23,COST,0,1,0,0.0,0.0,0.0021216315864371893
2022-08-26,COST,0,3,0,0.0,0.0,-0.001429750104546934
2022-08-29,COST,0,1,0,0.0,0.0,-0.013029543315166925
2022-08-31,COST,0,1,0,0.0,0.0,0.013540973100339748
2022-09-01,COST,0,1,0,0.0,0.0,-0.01900926893543564
2022-09-06,COST,0,1,0,0.0,0.0,0.02069830973135245
